state,city,county,date,fire_probability
Georgia,Baxley,Appling,2023-11-25,0.3939109
Georgia,Baxley,Appling,2023-11-26,0.31606367
Georgia,Baxley,Appling,2023-11-27,0.38175347
Georgia,Baxley,Appling,2023-11-28,0.49629346
Georgia,Baxley,Appling,2023-11-29,0.6325922
Georgia,Baxley,Appling,2023-11-30,0.59080964
Georgia,Baxley,Appling,2023-12-01,0.42239246
Georgia,Graham,Appling,2023-11-25,0.31584322
Georgia,Graham,Appling,2023-11-26,0.30820537
Georgia,Graham,Appling,2023-11-27,0.36607733
Georgia,Graham,Appling,2023-11-28,0.44964245
Georgia,Graham,Appling,2023-11-29,0.58388174
Georgia,Graham,Appling,2023-11-30,0.48485896
Georgia,Graham,Appling,2023-12-01,0.26279634
Georgia,Surrency,Appling,2023-11-25,0.49898842
Georgia,Surrency,Appling,2023-11-26,0.26288214
Georgia,Surrency,Appling,2023-11-27,0.4344421
Georgia,Surrency,Appling,2023-11-28,0.5365418
Georgia,Surrency,Appling,2023-11-29,0.6852005
Georgia,Surrency,Appling,2023-11-30,0.5960639
Georgia,Surrency,Appling,2023-12-01,0.49996853
Georgia,Axson,Atkinson,2023-11-25,0.52406245
Georgia,Axson,Atkinson,2023-11-26,0.16506578
Georgia,Axson,Atkinson,2023-11-27,0.1903974
Georgia,Axson,Atkinson,2023-11-28,0.49303308
Georgia,Axson,Atkinson,2023-11-29,0.6678522
Georgia,Axson,Atkinson,2023-11-30,0.3914043
Georgia,Axson,Atkinson,2023-12-01,0.27427557
Georgia,Pearson,Atkinson,2023-11-25,0.53645045
Georgia,Pearson,Atkinson,2023-11-26,0.18630783
Georgia,Pearson,Atkinson,2023-11-27,0.22849408
Georgia,Pearson,Atkinson,2023-11-28,0.4427271
Georgia,Pearson,Atkinson,2023-11-29,0.665096
Georgia,Pearson,Atkinson,2023-11-30,0.50646156
Georgia,Pearson,Atkinson,2023-12-01,0.31648198
Georgia,Willacoochee,Atkinson,2023-11-25,0.53966886
Georgia,Willacoochee,Atkinson,2023-11-26,0.2386081
Georgia,Willacoochee,Atkinson,2023-11-27,0.2448751
Georgia,Willacoochee,Atkinson,2023-11-28,0.5380728
Georgia,Willacoochee,Atkinson,2023-11-29,0.6847113
Georgia,Willacoochee,Atkinson,2023-11-30,0.55746603
Georgia,Willacoochee,Atkinson,2023-12-01,0.31062967
Georgia,Alma,Bacon,2023-11-25,0.32742414
Georgia,Alma,Bacon,2023-11-26,0.1912715
Georgia,Alma,Bacon,2023-11-27,0.33169758
Georgia,Alma,Bacon,2023-11-28,0.50963813
Georgia,Alma,Bacon,2023-11-29,0.6907304
Georgia,Alma,Bacon,2023-11-30,0.5598772
Georgia,Alma,Bacon,2023-12-01,0.32138166
Georgia,Rockingham,Bacon,2023-11-25,0.2716957
Georgia,Rockingham,Bacon,2023-11-26,0.18302874
Georgia,Rockingham,Bacon,2023-11-27,0.23390546
Georgia,Rockingham,Bacon,2023-11-28,0.49899346
Georgia,Rockingham,Bacon,2023-11-29,0.6784964
Georgia,Rockingham,Bacon,2023-11-30,0.53522515
Georgia,Rockingham,Bacon,2023-12-01,0.30859554
Georgia,Newton,Baker,2023-11-25,0.4629431
Georgia,Newton,Baker,2023-11-26,0.29393095
Georgia,Newton,Baker,2023-11-27,0.46544185
Georgia,Newton,Baker,2023-11-28,0.49125803
Georgia,Newton,Baker,2023-11-29,0.7013704
Georgia,Newton,Baker,2023-11-30,0.6656657
Georgia,Newton,Baker,2023-12-01,0.34198076
Georgia,Hardwick,Baldwin,2023-11-25,0.31975028
Georgia,Hardwick,Baldwin,2023-11-26,0.19494243
Georgia,Hardwick,Baldwin,2023-11-27,0.49584275
Georgia,Hardwick,Baldwin,2023-11-28,0.5775266
Georgia,Hardwick,Baldwin,2023-11-29,0.5457017
Georgia,Hardwick,Baldwin,2023-11-30,0.5066199
Georgia,Hardwick,Baldwin,2023-12-01,0.105297744
Georgia,Milledgeville,Baldwin,2023-11-25,0.51262337
Georgia,Milledgeville,Baldwin,2023-11-26,0.2500196
Georgia,Milledgeville,Baldwin,2023-11-27,0.5458276
Georgia,Milledgeville,Baldwin,2023-11-28,0.6430417
Georgia,Milledgeville,Baldwin,2023-11-29,0.62943894
Georgia,Milledgeville,Baldwin,2023-11-30,0.66016406
Georgia,Milledgeville,Baldwin,2023-12-01,0.16710414
Georgia,Alto,Banks,2023-11-25,0.11797523
Georgia,Alto,Banks,2023-11-26,0.024966456
Georgia,Alto,Banks,2023-11-27,0.30978107
Georgia,Alto,Banks,2023-11-28,0.42615357
Georgia,Alto,Banks,2023-11-29,0.49070626
Georgia,Alto,Banks,2023-11-30,0.5306301
Georgia,Alto,Banks,2023-12-01,0.065180026
Georgia,Homer,Banks,2023-11-25,0.22792445
Georgia,Homer,Banks,2023-11-26,0.058488287
Georgia,Homer,Banks,2023-11-27,0.47908995
Georgia,Homer,Banks,2023-11-28,0.42382786
Georgia,Homer,Banks,2023-11-29,0.5905021
Georgia,Homer,Banks,2023-11-30,0.6331853
Georgia,Homer,Banks,2023-12-01,0.04906942
Georgia,Auburn,Barrow,2023-11-25,0.087031014
Georgia,Auburn,Barrow,2023-11-26,0.045017038
Georgia,Auburn,Barrow,2023-11-27,0.31888774
Georgia,Auburn,Barrow,2023-11-28,0.38879097
Georgia,Auburn,Barrow,2023-11-29,0.42920882
Georgia,Auburn,Barrow,2023-11-30,0.5179579
Georgia,Auburn,Barrow,2023-12-01,0.08927178
Georgia,Bethlehem,Barrow,2023-11-25,0.12388248
Georgia,Bethlehem,Barrow,2023-11-26,0.081098266
Georgia,Bethlehem,Barrow,2023-11-27,0.29035974
Georgia,Bethlehem,Barrow,2023-11-28,0.3994554
Georgia,Bethlehem,Barrow,2023-11-29,0.40328342
Georgia,Bethlehem,Barrow,2023-11-30,0.5868796
Georgia,Bethlehem,Barrow,2023-12-01,0.07976492
Georgia,Carl,Barrow,2023-11-25,0.10626071
Georgia,Carl,Barrow,2023-11-26,0.070346765
Georgia,Carl,Barrow,2023-11-27,0.34271893
Georgia,Carl,Barrow,2023-11-28,0.41994324
Georgia,Carl,Barrow,2023-11-29,0.43099892
Georgia,Carl,Barrow,2023-11-30,0.4904123
Georgia,Carl,Barrow,2023-12-01,0.07956005
Georgia,Russell,Barrow,2023-11-25,0.09586689
Georgia,Russell,Barrow,2023-11-26,0.07503199
Georgia,Russell,Barrow,2023-11-27,0.33017042
Georgia,Russell,Barrow,2023-11-28,0.45546502
Georgia,Russell,Barrow,2023-11-29,0.41574576
Georgia,Russell,Barrow,2023-11-30,0.5038377
Georgia,Russell,Barrow,2023-12-01,0.089211784
Georgia,Statham,Barrow,2023-11-25,0.103762925
Georgia,Statham,Barrow,2023-11-26,0.08854683
Georgia,Statham,Barrow,2023-11-27,0.3926775
Georgia,Statham,Barrow,2023-11-28,0.4662748
Georgia,Statham,Barrow,2023-11-29,0.45059064
Georgia,Statham,Barrow,2023-11-30,0.59893656
Georgia,Statham,Barrow,2023-12-01,0.08167903
Georgia,Winder,Barrow,2023-11-25,0.08291714
Georgia,Winder,Barrow,2023-11-26,0.06901118
Georgia,Winder,Barrow,2023-11-27,0.342272
Georgia,Winder,Barrow,2023-11-28,0.4365487
Georgia,Winder,Barrow,2023-11-29,0.43099892
Georgia,Winder,Barrow,2023-11-30,0.49835935
Georgia,Winder,Barrow,2023-12-01,0.08067372
Georgia,Adairsville,Bartow,2023-11-25,0.21346493
Georgia,Adairsville,Bartow,2023-11-26,0.057110365
Georgia,Adairsville,Bartow,2023-11-27,0.36900634
Georgia,Adairsville,Bartow,2023-11-28,0.45070243
Georgia,Adairsville,Bartow,2023-11-29,0.55495596
Georgia,Adairsville,Bartow,2023-11-30,0.54352254
Georgia,Adairsville,Bartow,2023-12-01,0.1399167
Georgia,Cartersville,Bartow,2023-11-25,0.38634875
Georgia,Cartersville,Bartow,2023-11-26,0.18179145
Georgia,Cartersville,Bartow,2023-11-27,0.48072532
Georgia,Cartersville,Bartow,2023-11-28,0.41977713
Georgia,Cartersville,Bartow,2023-11-29,0.5709643
Georgia,Cartersville,Bartow,2023-11-30,0.52346176
Georgia,Cartersville,Bartow,2023-12-01,0.12184933
Georgia,Emerson,Bartow,2023-11-25,0.24228781
Georgia,Emerson,Bartow,2023-11-26,0.062228862
Georgia,Emerson,Bartow,2023-11-27,0.3660312
Georgia,Emerson,Bartow,2023-11-28,0.345314
Georgia,Emerson,Bartow,2023-11-29,0.3975996
Georgia,Emerson,Bartow,2023-11-30,0.45130873
Georgia,Emerson,Bartow,2023-12-01,0.11151159
Georgia,Euharlee,Bartow,2023-11-25,0.47447726
Georgia,Euharlee,Bartow,2023-11-26,0.097301774
Georgia,Euharlee,Bartow,2023-11-27,0.5290584
Georgia,Euharlee,Bartow,2023-11-28,0.5409381
Georgia,Euharlee,Bartow,2023-11-29,0.5050822
Georgia,Euharlee,Bartow,2023-11-30,0.5707411
Georgia,Euharlee,Bartow,2023-12-01,0.11935047
Georgia,Kingston,Bartow,2023-11-25,0.3443709
Georgia,Kingston,Bartow,2023-11-26,0.09699717
Georgia,Kingston,Bartow,2023-11-27,0.41465306
Georgia,Kingston,Bartow,2023-11-28,0.4965025
Georgia,Kingston,Bartow,2023-11-29,0.55579674
Georgia,Kingston,Bartow,2023-11-30,0.5247521
Georgia,Kingston,Bartow,2023-12-01,0.10793316
Georgia,Taylorsville,Bartow,2023-11-25,0.23094973
Georgia,Taylorsville,Bartow,2023-11-26,0.07395317
Georgia,Taylorsville,Bartow,2023-11-27,0.4279841
Georgia,Taylorsville,Bartow,2023-11-28,0.3818817
Georgia,Taylorsville,Bartow,2023-11-29,0.4936275
Georgia,Taylorsville,Bartow,2023-11-30,0.46478337
Georgia,Taylorsville,Bartow,2023-12-01,0.15206683
Georgia,White,Bartow,2023-11-25,0.31612766
Georgia,White,Bartow,2023-11-26,0.16056107
Georgia,White,Bartow,2023-11-27,0.31247365
Georgia,White,Bartow,2023-11-28,0.41130853
Georgia,White,Bartow,2023-11-29,0.51861084
Georgia,White,Bartow,2023-11-30,0.4376174
Georgia,White,Bartow,2023-12-01,0.10203297
Georgia,Fitzgerald,Ben Hill,2023-11-25,0.47839367
Georgia,Fitzgerald,Ben Hill,2023-11-26,0.3773843
Georgia,Fitzgerald,Ben Hill,2023-11-27,0.49859175
Georgia,Fitzgerald,Ben Hill,2023-11-28,0.47741124
Georgia,Fitzgerald,Ben Hill,2023-11-29,0.57829124
Georgia,Fitzgerald,Ben Hill,2023-11-30,0.6143182
Georgia,Fitzgerald,Ben Hill,2023-12-01,0.3674336
Georgia,Alapaha,Berrien,2023-11-25,0.40471262
Georgia,Alapaha,Berrien,2023-11-26,0.20661503
Georgia,Alapaha,Berrien,2023-11-27,0.40468016
Georgia,Alapaha,Berrien,2023-11-28,0.54240716
Georgia,Alapaha,Berrien,2023-11-29,0.59038955
Georgia,Alapaha,Berrien,2023-11-30,0.6960418
Georgia,Alapaha,Berrien,2023-12-01,0.38830748
Georgia,Enigma,Berrien,2023-11-25,0.4964462
Georgia,Enigma,Berrien,2023-11-26,0.33866736
Georgia,Enigma,Berrien,2023-11-27,0.43012473
Georgia,Enigma,Berrien,2023-11-28,0.4415575
Georgia,Enigma,Berrien,2023-11-29,0.6479532
Georgia,Enigma,Berrien,2023-11-30,0.6150175
Georgia,Enigma,Berrien,2023-12-01,0.43797138
Georgia,Nashville,Berrien,2023-11-25,0.45921254
Georgia,Nashville,Berrien,2023-11-26,0.28519464
Georgia,Nashville,Berrien,2023-11-27,0.37976164
Georgia,Nashville,Berrien,2023-11-28,0.5213432
Georgia,Nashville,Berrien,2023-11-29,0.7611535
Georgia,Nashville,Berrien,2023-11-30,0.55812824
Georgia,Nashville,Berrien,2023-12-01,0.34834537
Georgia,Ray City,Berrien,2023-11-25,0.3425569
Georgia,Ray City,Berrien,2023-11-26,0.14498925
Georgia,Ray City,Berrien,2023-11-27,0.1782883
Georgia,Ray City,Berrien,2023-11-28,0.4344584
Georgia,Ray City,Berrien,2023-11-29,0.5714271
Georgia,Ray City,Berrien,2023-11-30,0.37419167
Georgia,Ray City,Berrien,2023-12-01,0.36419472
Georgia,Macon,Bibb,2023-11-25,0.46035978
Georgia,Macon,Bibb,2023-11-26,0.24772966
Georgia,Macon,Bibb,2023-11-27,0.61447597
Georgia,Macon,Bibb,2023-11-28,0.6179696
Georgia,Macon,Bibb,2023-11-29,0.5596494
Georgia,Macon,Bibb,2023-11-30,0.4693991
Georgia,Macon,Bibb,2023-12-01,0.17203416
Georgia,Cochran,Bleckley,2023-11-25,0.3935108
Georgia,Cochran,Bleckley,2023-11-26,0.32152748
Georgia,Cochran,Bleckley,2023-11-27,0.44464293
Georgia,Cochran,Bleckley,2023-11-28,0.52696097
Georgia,Cochran,Bleckley,2023-11-29,0.56979424
Georgia,Cochran,Bleckley,2023-11-30,0.52409226
Georgia,Cochran,Bleckley,2023-12-01,0.23805384
Georgia,Hickox,Brantley,2023-11-25,0.24768507
Georgia,Hickox,Brantley,2023-11-26,0.058089875
Georgia,Hickox,Brantley,2023-11-27,0.11713208
Georgia,Hickox,Brantley,2023-11-28,0.30782402
Georgia,Hickox,Brantley,2023-11-29,0.5079723
Georgia,Hickox,Brantley,2023-11-30,0.3999623
Georgia,Hickox,Brantley,2023-12-01,0.33449075
Georgia,Hoboken,Brantley,2023-11-25,0.3536043
Georgia,Hoboken,Brantley,2023-11-26,0.07948585
Georgia,Hoboken,Brantley,2023-11-27,0.12962125
Georgia,Hoboken,Brantley,2023-11-28,0.34526828
Georgia,Hoboken,Brantley,2023-11-29,0.4780694
Georgia,Hoboken,Brantley,2023-11-30,0.43711647
Georgia,Hoboken,Brantley,2023-12-01,0.44059074
Georgia,Hortense,Brantley,2023-11-25,0.26182064
Georgia,Hortense,Brantley,2023-11-26,0.118535
Georgia,Hortense,Brantley,2023-11-27,0.19631574
Georgia,Hortense,Brantley,2023-11-28,0.3491616
Georgia,Hortense,Brantley,2023-11-29,0.5798004
Georgia,Hortense,Brantley,2023-11-30,0.42380244
Georgia,Hortense,Brantley,2023-12-01,0.44652095
Georgia,Nahunta,Brantley,2023-11-25,0.23503801
Georgia,Nahunta,Brantley,2023-11-26,0.079613574
Georgia,Nahunta,Brantley,2023-11-27,0.12242506
Georgia,Nahunta,Brantley,2023-11-28,0.3261067
Georgia,Nahunta,Brantley,2023-11-29,0.56996834
Georgia,Nahunta,Brantley,2023-11-30,0.40393832
Georgia,Nahunta,Brantley,2023-12-01,0.4424067
Georgia,Waynesville,Brantley,2023-11-25,0.16379428
Georgia,Waynesville,Brantley,2023-11-26,0.06309693
Georgia,Waynesville,Brantley,2023-11-27,0.08767953
Georgia,Waynesville,Brantley,2023-11-28,0.32379025
Georgia,Waynesville,Brantley,2023-11-29,0.4991983
Georgia,Waynesville,Brantley,2023-11-30,0.37606904
Georgia,Waynesville,Brantley,2023-12-01,0.4103716
Georgia,Barwick,Brooks,2023-11-25,0.32302874
Georgia,Barwick,Brooks,2023-11-26,0.09190627
Georgia,Barwick,Brooks,2023-11-27,0.14157817
Georgia,Barwick,Brooks,2023-11-28,0.41125906
Georgia,Barwick,Brooks,2023-11-29,0.6488012
Georgia,Barwick,Brooks,2023-11-30,0.38003293
Georgia,Barwick,Brooks,2023-12-01,0.45693627
Georgia,Dixie,Brooks,2023-11-25,0.25785705
Georgia,Dixie,Brooks,2023-11-26,0.045085534
Georgia,Dixie,Brooks,2023-11-27,0.09293226
Georgia,Dixie,Brooks,2023-11-28,0.34789062
Georgia,Dixie,Brooks,2023-11-29,0.5466302
Georgia,Dixie,Brooks,2023-11-30,0.25015777
Georgia,Dixie,Brooks,2023-12-01,0.34944445
Georgia,Morven,Brooks,2023-11-25,0.35342026
Georgia,Morven,Brooks,2023-11-26,0.1188613
Georgia,Morven,Brooks,2023-11-27,0.12682952
Georgia,Morven,Brooks,2023-11-28,0.36756945
Georgia,Morven,Brooks,2023-11-29,0.5930028
Georgia,Morven,Brooks,2023-11-30,0.356492
Georgia,Morven,Brooks,2023-12-01,0.32116988
Georgia,Quitman,Brooks,2023-11-25,0.30459896
Georgia,Quitman,Brooks,2023-11-26,0.027801063
Georgia,Quitman,Brooks,2023-11-27,0.08446826
Georgia,Quitman,Brooks,2023-11-28,0.38020888
Georgia,Quitman,Brooks,2023-11-29,0.54873884
Georgia,Quitman,Brooks,2023-11-30,0.39043614
Georgia,Quitman,Brooks,2023-12-01,0.32700655
Georgia,Buckhead,Bryan,2023-11-25,0.04471906
Georgia,Buckhead,Bryan,2023-11-26,0.05246906
Georgia,Buckhead,Bryan,2023-11-27,0.14431092
Georgia,Buckhead,Bryan,2023-11-28,0.17383085
Georgia,Buckhead,Bryan,2023-11-29,0.5255045
Georgia,Buckhead,Bryan,2023-11-30,0.54171854
Georgia,Buckhead,Bryan,2023-12-01,0.29072648
Georgia,Pembroke,Bryan,2023-11-25,0.33750364
Georgia,Pembroke,Bryan,2023-11-26,0.32449323
Georgia,Pembroke,Bryan,2023-11-27,0.5620278
Georgia,Pembroke,Bryan,2023-11-28,0.4066287
Georgia,Pembroke,Bryan,2023-11-29,0.55938065
Georgia,Pembroke,Bryan,2023-11-30,0.5793783
Georgia,Pembroke,Bryan,2023-12-01,0.35812077
Georgia,Richmond Hill,Bryan,2023-11-25,0.11183627
Georgia,Richmond Hill,Bryan,2023-11-26,0.15956542
Georgia,Richmond Hill,Bryan,2023-11-27,0.27165902
Georgia,Richmond Hill,Bryan,2023-11-28,0.3085229
Georgia,Richmond Hill,Bryan,2023-11-29,0.5848072
Georgia,Richmond Hill,Bryan,2023-11-30,0.48703402
Georgia,Richmond Hill,Bryan,2023-12-01,0.3523638
Georgia,Brooklet,Bulloch,2023-11-25,0.29972237
Georgia,Brooklet,Bulloch,2023-11-26,0.2764737
Georgia,Brooklet,Bulloch,2023-11-27,0.3456831
Georgia,Brooklet,Bulloch,2023-11-28,0.3811709
Georgia,Brooklet,Bulloch,2023-11-29,0.56461775
Georgia,Brooklet,Bulloch,2023-11-30,0.6174593
Georgia,Brooklet,Bulloch,2023-12-01,0.22086258
Georgia,Portal,Bulloch,2023-11-25,0.3593473
Georgia,Portal,Bulloch,2023-11-26,0.5442681
Georgia,Portal,Bulloch,2023-11-27,0.47990716
Georgia,Portal,Bulloch,2023-11-28,0.5050514
Georgia,Portal,Bulloch,2023-11-29,0.59141743
Georgia,Portal,Bulloch,2023-11-30,0.5689238
Georgia,Portal,Bulloch,2023-12-01,0.18265626
Georgia,Register,Bulloch,2023-11-25,0.38316834
Georgia,Register,Bulloch,2023-11-26,0.33386785
Georgia,Register,Bulloch,2023-11-27,0.31092134
Georgia,Register,Bulloch,2023-11-28,0.41275296
Georgia,Register,Bulloch,2023-11-29,0.5452211
Georgia,Register,Bulloch,2023-11-30,0.5157087
Georgia,Register,Bulloch,2023-12-01,0.17426242
Georgia,Statesboro,Bulloch,2023-11-25,0.16485417
Georgia,Statesboro,Bulloch,2023-11-26,0.39569563
Georgia,Statesboro,Bulloch,2023-11-27,0.3013603
Georgia,Statesboro,Bulloch,2023-11-28,0.4435537
Georgia,Statesboro,Bulloch,2023-11-29,0.5494561
Georgia,Statesboro,Bulloch,2023-11-30,0.52880293
Georgia,Statesboro,Bulloch,2023-12-01,0.19675349
Georgia,Girard,Burke,2023-11-25,0.16092928
Georgia,Girard,Burke,2023-11-26,0.31074613
Georgia,Girard,Burke,2023-11-27,0.40618134
Georgia,Girard,Burke,2023-11-28,0.49451217
Georgia,Girard,Burke,2023-11-29,0.5932305
Georgia,Girard,Burke,2023-11-30,0.53090787
Georgia,Girard,Burke,2023-12-01,0.14330357
Georgia,Gough,Burke,2023-11-25,0.25692564
Georgia,Gough,Burke,2023-11-26,0.38578787
Georgia,Gough,Burke,2023-11-27,0.55223745
Georgia,Gough,Burke,2023-11-28,0.5063909
Georgia,Gough,Burke,2023-11-29,0.61635524
Georgia,Gough,Burke,2023-11-30,0.6007786
Georgia,Gough,Burke,2023-12-01,0.3277742
Georgia,Keysville,Burke,2023-11-25,0.2770088
Georgia,Keysville,Burke,2023-11-26,0.35626745
Georgia,Keysville,Burke,2023-11-27,0.57040596
Georgia,Keysville,Burke,2023-11-28,0.58946615
Georgia,Keysville,Burke,2023-11-29,0.57239366
Georgia,Keysville,Burke,2023-11-30,0.59631306
Georgia,Keysville,Burke,2023-12-01,0.38675395
Georgia,Midville,Burke,2023-11-25,0.43459076
Georgia,Midville,Burke,2023-11-26,0.47695673
Georgia,Midville,Burke,2023-11-27,0.5677984
Georgia,Midville,Burke,2023-11-28,0.41808254
Georgia,Midville,Burke,2023-11-29,0.6268887
Georgia,Midville,Burke,2023-11-30,0.5208617
Georgia,Midville,Burke,2023-12-01,0.2810894
Georgia,Sardis,Burke,2023-11-25,0.4297618
Georgia,Sardis,Burke,2023-11-26,0.3196788
Georgia,Sardis,Burke,2023-11-27,0.53419644
Georgia,Sardis,Burke,2023-11-28,0.50824744
Georgia,Sardis,Burke,2023-11-29,0.69283056
Georgia,Sardis,Burke,2023-11-30,0.5841192
Georgia,Sardis,Burke,2023-12-01,0.16274199
Georgia,Vidette,Burke,2023-11-25,0.41078997
Georgia,Vidette,Burke,2023-11-26,0.49073738
Georgia,Vidette,Burke,2023-11-27,0.5171332
Georgia,Vidette,Burke,2023-11-28,0.48422062
Georgia,Vidette,Burke,2023-11-29,0.613176
Georgia,Vidette,Burke,2023-11-30,0.55257505
Georgia,Vidette,Burke,2023-12-01,0.23009019
Georgia,Waynesboro,Burke,2023-11-25,0.436618
Georgia,Waynesboro,Burke,2023-11-26,0.49664798
Georgia,Waynesboro,Burke,2023-11-27,0.5190663
Georgia,Waynesboro,Burke,2023-11-28,0.5158226
Georgia,Waynesboro,Burke,2023-11-29,0.63945085
Georgia,Waynesboro,Burke,2023-11-30,0.5710765
Georgia,Waynesboro,Burke,2023-12-01,0.3183824
Georgia,Flovilla,Butts,2023-11-25,0.20497815
Georgia,Flovilla,Butts,2023-11-26,0.10858973
Georgia,Flovilla,Butts,2023-11-27,0.4540953
Georgia,Flovilla,Butts,2023-11-28,0.5986377
Georgia,Flovilla,Butts,2023-11-29,0.5808427
Georgia,Flovilla,Butts,2023-11-30,0.72000307
Georgia,Flovilla,Butts,2023-12-01,0.1136502
Georgia,Jackson,Butts,2023-11-25,0.3032772
Georgia,Jackson,Butts,2023-11-26,0.11918537
Georgia,Jackson,Butts,2023-11-27,0.49398965
Georgia,Jackson,Butts,2023-11-28,0.54112643
Georgia,Jackson,Butts,2023-11-29,0.58168566
Georgia,Jackson,Butts,2023-11-30,0.60759085
Georgia,Jackson,Butts,2023-12-01,0.15877877
Georgia,Jenkinsburg,Butts,2023-11-25,0.20827511
Georgia,Jenkinsburg,Butts,2023-11-26,0.14461568
Georgia,Jenkinsburg,Butts,2023-11-27,0.51410085
Georgia,Jenkinsburg,Butts,2023-11-28,0.5336233
Georgia,Jenkinsburg,Butts,2023-11-29,0.59607756
Georgia,Jenkinsburg,Butts,2023-11-30,0.59718686
Georgia,Jenkinsburg,Butts,2023-12-01,0.11537754
Georgia,Arlington,Calhoun,2023-11-25,0.38072574
Georgia,Arlington,Calhoun,2023-11-26,0.45966864
Georgia,Arlington,Calhoun,2023-11-27,0.48258016
Georgia,Arlington,Calhoun,2023-11-28,0.51387644
Georgia,Arlington,Calhoun,2023-11-29,0.6304272
Georgia,Arlington,Calhoun,2023-11-30,0.70401645
Georgia,Arlington,Calhoun,2023-12-01,0.1603074
Georgia,Edison,Calhoun,2023-11-25,0.45602822
Georgia,Edison,Calhoun,2023-11-26,0.4306914
Georgia,Edison,Calhoun,2023-11-27,0.5145825
Georgia,Edison,Calhoun,2023-11-28,0.52469546
Georgia,Edison,Calhoun,2023-11-29,0.6107147
Georgia,Edison,Calhoun,2023-11-30,0.6420322
Georgia,Edison,Calhoun,2023-12-01,0.15862674
Georgia,Leary,Calhoun,2023-11-25,0.54288626
Georgia,Leary,Calhoun,2023-11-26,0.3026125
Georgia,Leary,Calhoun,2023-11-27,0.5243341
Georgia,Leary,Calhoun,2023-11-28,0.5135319
Georgia,Leary,Calhoun,2023-11-29,0.59256005
Georgia,Leary,Calhoun,2023-11-30,0.60442895
Georgia,Leary,Calhoun,2023-12-01,0.24622525
Georgia,Morgan,Calhoun,2023-11-25,0.52388465
Georgia,Morgan,Calhoun,2023-11-26,0.36119238
Georgia,Morgan,Calhoun,2023-11-27,0.46554828
Georgia,Morgan,Calhoun,2023-11-28,0.45859015
Georgia,Morgan,Calhoun,2023-11-29,0.6101489
Georgia,Morgan,Calhoun,2023-11-30,0.5190988
Georgia,Morgan,Calhoun,2023-12-01,0.21727823
Georgia,Kings Bay Base,Camden,2023-11-25,0.05127518
Georgia,Kings Bay Base,Camden,2023-11-26,0.006415613
Georgia,Kings Bay Base,Camden,2023-11-27,0.04540131
Georgia,Kings Bay Base,Camden,2023-11-28,0.1301853
Georgia,Kings Bay Base,Camden,2023-11-29,0.29362473
Georgia,Kings Bay Base,Camden,2023-11-30,0.20621979
Georgia,Kings Bay Base,Camden,2023-12-01,0.23805244
Georgia,Kingsland,Camden,2023-11-25,0.1533306
Georgia,Kingsland,Camden,2023-11-26,0.029634308
Georgia,Kingsland,Camden,2023-11-27,0.11157889
Georgia,Kingsland,Camden,2023-11-28,0.27659532
Georgia,Kingsland,Camden,2023-11-29,0.48047218
Georgia,Kingsland,Camden,2023-11-30,0.42951402
Georgia,Kingsland,Camden,2023-12-01,0.28777316
Georgia,St. Marys,Camden,2023-11-25,0.06787156
Georgia,St. Marys,Camden,2023-11-26,0.02120086
Georgia,St. Marys,Camden,2023-11-27,0.061576653
Georgia,St. Marys,Camden,2023-11-28,0.17906466
Georgia,St. Marys,Camden,2023-11-29,0.4888204
Georgia,St. Marys,Camden,2023-11-30,0.46579668
Georgia,St. Marys,Camden,2023-12-01,0.2054286
Georgia,Waverly,Camden,2023-11-25,0.07967607
Georgia,Waverly,Camden,2023-11-26,0.07381792
Georgia,Waverly,Camden,2023-11-27,0.10426393
Georgia,Waverly,Camden,2023-11-28,0.34289694
Georgia,Waverly,Camden,2023-11-29,0.47845337
Georgia,Waverly,Camden,2023-11-30,0.36536723
Georgia,Waverly,Camden,2023-12-01,0.25729415
Georgia,Woodbine,Camden,2023-11-25,0.08791577
Georgia,Woodbine,Camden,2023-11-26,0.024831282
Georgia,Woodbine,Camden,2023-11-27,0.111792155
Georgia,Woodbine,Camden,2023-11-28,0.32395664
Georgia,Woodbine,Camden,2023-11-29,0.45029747
Georgia,Woodbine,Camden,2023-11-30,0.33500054
Georgia,Woodbine,Camden,2023-12-01,0.32509866
Georgia,Metter,Candler,2023-11-25,0.17231634
Georgia,Metter,Candler,2023-11-26,0.3509916
Georgia,Metter,Candler,2023-11-27,0.30425215
Georgia,Metter,Candler,2023-11-28,0.48831886
Georgia,Metter,Candler,2023-11-29,0.5148243
Georgia,Metter,Candler,2023-11-30,0.36375436
Georgia,Metter,Candler,2023-12-01,0.17786476
Georgia,Pulaski,Candler,2023-11-25,0.3213195
Georgia,Pulaski,Candler,2023-11-26,0.39763728
Georgia,Pulaski,Candler,2023-11-27,0.3468697
Georgia,Pulaski,Candler,2023-11-28,0.43614024
Georgia,Pulaski,Candler,2023-11-29,0.546936
Georgia,Pulaski,Candler,2023-11-30,0.47634256
Georgia,Pulaski,Candler,2023-12-01,0.1713132
Georgia,Bowdon,Carroll,2023-11-25,0.23185375
Georgia,Bowdon,Carroll,2023-11-26,0.05029141
Georgia,Bowdon,Carroll,2023-11-27,0.33248797
Georgia,Bowdon,Carroll,2023-11-28,0.4305235
Georgia,Bowdon,Carroll,2023-11-29,0.5455824
Georgia,Bowdon,Carroll,2023-11-30,0.54326576
